Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
8,53,Yes,,0,48,excellent
1,48,No,7,2,20,excellent
4,90,Yes,4,8,73,excellent
4,65,No,5,8,49,review
5,41,Yes,8,0,26,review
7,50,Yes,,3,44,excellent
8,56,No,6,7,49,review
6,73,Yes,8,1,61,review
1,58,Yes,6,3,28,review
7,78,Yes,4,6,74,excellent
3,57,No,7,6,33,review
6,52,No,6,4,42,excellent
8,44,Yes,5,6,39,excellent
,89,Yes,9,5,82,review
6,62,Yes,5,1,48,review
9,97,Yes,,8,95,excellent
9,95,No,8,4,92,review
1,63,No,9,1,36,review
1,68,No,5,5,37,review
1,87,Yes,9,9,65,excellent
8,86,Yes,6,4,82,excellent
7,47,No,7,1,37,review
3,65,Yes,5,9,45,excellent
2,54,Yes,8,9,34,excellent
4,96,No,9,6,78,review
3,40,Yes,8,9,18,review
7,67,No,9,1,59,excellent
8,88,Yes,5,6,82,excellent
6,86,Yes,7,5,75,excellent
,85,Yes,4,3,65,review
6,53,Yes,5,3,40,excellent
2,81,Yes,8,5,60,excellent
7,73,No,4,8,67,review
7,98,No,7,9,95,excellent
4,70,Yes,8,5,56,review
8,45,Yes,7,5,35,review
4,88,No,9,0,73,review
7,44,No,5,4,37,excellent
4,70,Yes,7,0,53,excellent
5,76,No,8,8,62,excellent
,54,No,5,9,44,excellent
3,54,No,8,3,36,review
5,91,Yes,8,1,76,excellent
3,82,No,,8,60,excellent
5,44,No,6,5,28,excellent
3,67,No,7,9,48,review
,72,No,7,2,62,excellent
1,50,Yes,4,1,19,review
9,82,No,9,5,80,excellent
9,45,No,7,9,46,excellent
,62,No,4,5,47,excellent
9,79,Yes,7,8,79,review
6,41,Yes,7,4,27,review
5,54,Yes,8,8,43,review
3,62,No,4,4,43,excellent
8,61,No,9,1,56,excellent
4,48,No,,0,27,excellent
3,86,Yes,9,8,70,review
6,79,No,6,9,70,review
8,69,No,4,6,61,review
9,55,Yes,4,2,53,review
,98,No,4,5,87,excellent
5,85,No,8,9,68,excellent
2,86,Yes,4,3,61,excellent
2,91,Yes,8,8,70,review
9,69,Yes,6,1,65,review
2,84,Yes,5,3,61,review
2,48,Yes,8,0,27,excellent
3,40,No,,6,22,excellent
3,98,Yes,4,3,81,review
4,77,No,5,4,60,review
7,47,No,8,0,41,excellent
9,98,Yes,9,1,98,excellent
2,98,Yes,9,3,79,review
4,91,No,7,1,77,excellent
9,57,No,5,0,51,review
2,66,No,6,9,43,excellent
1,57,Yes,8,0,27,review
8,71,No,9,5,69,review
9,97,Yes,9,1,98,review
7,88,No,8,2,80,review
8,71,No,9,4,68,excellent
4,92,No,6,2,76,excellent
4,87,Yes,9,5,72,review
2,84,Yes,8,6,64,excellent
8,93,No,4,9,87,review
2,75,No,9,5,53,review
9,75,No,8,1,71,excellent
4,60,Yes,4,8,40,excellent
,85,Yes,9,1,58,review
,71,Yes,9,5,55,review
3,70,Yes,,8,50,excellent
,76,Yes,7,8,64,review
7,55,No,,1,44,excellent
8,85,No,5,8,79,excellent
,85,No,7,7,65,review
6,53,Yes,6,6,37,review
6,96,No,5,7,85,excellent
5,63,Yes,7,9,48,review
7,64,Yes,4,7,55,review
3,85,No,8,0,64,excellent
4,90,No,7,8,74,excellent
9,74,Yes,4,5,67,review
4,56,Yes,5,0,38,excellent
3,85,No,8,0,65,excellent
2,81,Yes,7,6,60,review
5,84,Yes,,9,72,review
4,93,Yes,7,1,73,excellent
8,43,No,5,5,34,review
7,50,Yes,7,4,45,review
6,86,Yes,4,4,75,excellent
2,54,Yes,6,9,28,excellent
3,69,Yes,4,5,48,excellent
9,63,Yes,8,7,64,excellent
9,41,Yes,7,4,42,review
5,82,Yes,6,7,72,review
3,73,No,,4,52,excellent
2,62,No,8,9,40,excellent
8,70,No,8,5,61,excellent
6,76,Yes,6,7,66,review
7,52,No,8,1,43,excellent
1,72,No,8,6,49,review
,46,Yes,7,2,16,review
2,71,No,4,8,46,review
3,46,Yes,9,9,28,review
1,81,Yes,5,6,57,excellent
5,77,Yes,6,2,62,review
3,91,No,5,7,76,review
1,83,Yes,,9,56,review
,52,No,6,1,44,excellent
6,63,Yes,4,9,49,excellent
9,67,Yes,6,7,64,excellent
3,71,No,6,6,52,review
9,82,Yes,4,4,79,excellent
9,57,No,8,3,52,review
1,73,Yes,9,9,52,review
3,87,Yes,5,9,71,excellent
6,73,Yes,6,0,59,review
8,90,Yes,4,3,90,review
4,77,Yes,6,5,58,review
5,40,Yes,4,5,25,review
9,82,Yes,,1,78,review
6,89,Yes,7,8,77,review
7,81,No,8,0,73,review
7,70,No,7,3,61,excellent
,89,No,4,3,71,excellent
4,99,Yes,6,1,82,excellent
4,40,No,8,7,25,excellent
5,90,No,5,1,76,excellent
5,55,Yes,9,1,39,review
8,97,No,8,1,91,review
9,78,Yes,6,0,73,excellent
2,54,No,7,4,34,review
7,72,No,4,3,64,review
1,62,No,7,1,36,review
1,92,No,8,0,67,excellent
4,80,No,9,0,63,excellent
7,73,Yes,6,1,64,review
2,56,No,4,0,29,excellent
2,64,Yes,6,8,41,excellent
1,95,No,6,1,70,review
2,81,Yes,9,2,57,review
7,45,No,8,8,36,review
9,70,No,7,4,67,excellent
6,44,No,6,7,29,review
2,79,No,6,6,58,review
9,79,No,6,5,77,review
7,69,Yes,,1,60,excellent
,44,No,6,3,16,excellent
9,51,No,6,8,50,review
2,46,Yes,8,6,25,excellent
4,84,No,6,2,68,review
9,52,No,9,5,52,review
4,88,No,9,7,72,excellent
,43,No,6,7,21,excellent
1,89,No,9,7,63,review
7,81,Yes,8,7,74,review
6,42,No,4,9,24,excellent
4,51,Yes,9,5,33,excellent
6,40,No,9,9,29,excellent
6,66,No,7,2,53,excellent
4,82,Yes,8,8,68,excellent
6,89,No,9,2,75,excellent
8,52,No,4,3,41,excellent
3,56,Yes,,9,34,excellent
4,47,No,6,0,29,review
1,71,No,8,1,44,review
4,59,Yes,9,5,42,review
9,90,Yes,6,0,90,excellent
8,56,No,8,8,52,review
4,73,No,7,7,55,review
7,74,No,9,1,63,review
3,74,Yes,4,1,56,review
9,77,Yes,8,7,76,excellent
4,81,No,4,7,62,review
2,63,No,6,0,39,review
5,93,No,6,4,78,excellent
2,57,Yes,7,1,35,excellent
6,89,Yes,,0,74,review
1,85,Yes,5,2,58,review
6,87,No,5,2,72,excellent
4,78,No,7,9,62,review
3,72,No,9,8,52,excellent
2,88,Yes,6,9,65,review
7,62,No,4,0,50,review
9,64,Yes,7,1,61,review
3,76,No,9,8,57,review
6,66,Yes,4,4,51,excellent
9,40,No,5,8,37,excellent
2,60,No,4,5,40,excellent
7,98,Yes,7,9,91,excellent
5,88,No,6,9,77,excellent
5,49,Yes,7,2,31,excellent
7,70,No,8,7,61,excellent
9,83,No,9,8,85,review
4,64,No,9,1,47,review
9,59,Yes,9,8,57,excellent
9,96,No,8,3,95,excellent
4,41,Yes,8,7,23,excellent
3,94,No,6,4,74,excellent
2,87,No,9,5,67,review
9,54,Yes,7,3,52,excellent
2,67,No,8,4,50,excellent
6,52,No,7,0,38,review
5,89,Yes,5,2,76,excellent
5,99,Yes,9,3,88,excellent
4,91,No,8,0,73,excellent
6,93,Yes,8,2,81,excellent
5,53,Yes,6,3,41,review
4,89,No,7,8,72,review
9,41,Yes,6,2,39,excellent
6,73,Yes,6,2,62,review
3,74,No,7,3,54,review
6,76,Yes,5,8,68,review
1,64,Yes,7,8,40,excellent
5,87,No,5,0,72,review
6,93,No,6,7,83,review
8,54,Yes,5,9,49,excellent
9,51,No,9,0,47,excellent
3,48,Yes,5,1,27,excellent
2,97,Yes,5,9,76,excellent
4,70,Yes,8,4,55,review
8,53,Yes,8,5,49,review
8,68,No,,1,69,review
3,92,No,7,9,72,excellent
4,87,Yes,5,4,66,review
3,82,No,9,2,62,excellent
2,77,Yes,8,6,55,review
4,81,Yes,7,0,65,review
,99,No,9,4,88,excellent
,47,No,5,2,32,excellent
3,87,Yes,7,1,66,review
2,42,No,9,2,20,review
9,41,Yes,4,9,35,review
1,55,No,9,3,30,review
9,58,No,9,1,54,excellent
,69,Yes,5,1,42,review
7,80,No,7,2,67,review
6,55,No,5,1,43,excellent
7,70,Yes,5,5,60,excellent
3,93,Yes,4,1,72,review
3,97,Yes,9,0,79,review
1,67,Yes,7,7,41,review
4,43,Yes,6,9,25,review
,49,Yes,8,3,23,excellent
8,90,No,5,1,82,excellent
3,84,Yes,5,3,67,review
7,57,Yes,5,1,48,excellent
,86,Yes,5,4,74,review
9,71,No,8,6,70,review
6,69,Yes,6,5,60,excellent
1,75,Yes,4,1,46,review
,48,No,6,3,41,review
1,75,No,8,7,50,excellent
3,68,Yes,7,6,49,review
5,55,No,4,6,40,review
8,67,No,4,3,61,excellent
9,60,Yes,,0,56,excellent
7,86,Yes,9,6,82,excellent
9,95,Yes,5,5,88,review
3,41,No,,7,19,review
5,99,Yes,7,4,89,review
,98,No,6,7,92,excellent
1,85,Yes,6,9,62,review
8,74,No,9,7,70,excellent
7,93,Yes,7,8,88,review
1,67,No,8,0,42,review
6,94,Yes,,2,89,review
1,75,Yes,9,5,51,excellent
,70,Yes,9,3,48,excellent
5,72,No,4,7,59,excellent
,62,No,4,9,40,review
1,99,Yes,5,0,71,review
6,80,No,8,4,71,review
8,56,Yes,6,3,50,excellent
8,85,No,6,0,78,review
8,88,Yes,5,9,84,review
,40,No,6,5,29,review
3,81,No,9,9,63,review
1,62,No,5,2,34,review
2,87,No,5,4,68,review
5,66,No,7,5,52,review
5,64,Yes,4,3,51,review
1,71,No,8,9,46,excellent
1,58,No,8,9,32,excellent
9,63,No,4,5,61,review
2,96,No,9,6,74,excellent
7,42,Yes,8,1,29,review
4,99,No,6,6,82,review
7,51,No,6,6,43,excellent
8,74,Yes,8,1,67,excellent
5,54,Yes,7,2,38,excellent
1,56,No,8,2,30,review
,89,Yes,5,0,69,excellent
3,71,No,9,0,52,review
5,46,No,5,9,33,review
6,58,Yes,4,5,48,review
2,46,No,9,8,23,excellent
7,44,Yes,,8,41,review
3,97,Yes,6,0,78,excellent
1,79,No,9,6,53,excellent
3,60,No,7,5,39,review
9,87,Yes,8,3,84,excellent
6,87,No,5,2,70,excellent
6,90,Yes,6,8,83,review
4,96,Yes,6,9,81,review
8,86,Yes,7,4,82,excellent
,46,Yes,7,7,33,review
7,76,No,7,3,64,excellent
9,62,No,7,3,59,review
5,50,No,5,5,36,review
5,49,No,7,5,36,excellent
4,96,No,6,2,81,excellent
6,60,No,6,1,47,review
2,94,Yes,,8,69,excellent
3,98,No,8,1,80,review
1,80,Yes,6,8,55,excellent
2,72,Yes,6,7,54,excellent
2,59,Yes,5,9,40,review
8,72,No,9,6,70,review
8,79,Yes,6,4,71,review
2,74,No,4,2,47,review
,73,Yes,6,1,62,review
5,75,No,,7,59,excellent
3,66,No,8,1,48,review
5,58,No,9,7,47,review
5,82,No,9,4,72,excellent
5,44,No,7,8,32,review
3,68,Yes,5,3,47,review
3,95,No,,7,76,review
4,49,No,4,6,29,excellent
7,95,Yes,4,7,87,review
2,98,No,7,4,71,excellent
4,94,No,5,1,75,review
4,79,No,5,6,63,excellent
,52,No,,2,28,excellent
,68,No,6,9,64,excellent
1,44,Yes,4,9,16,review
8,97,No,4,9,89,review
7,97,Yes,4,9,90,excellent
,98,No,4,1,91,review
8,51,Yes,8,2,43,review
5,98,Yes,5,3,84,excellent
8,52,Yes,6,9,47,excellent
3,61,No,8,6,47,review
7,79,No,5,9,71,excellent
4,54,Yes,7,0,37,excellent
5,52,No,4,5,35,review
9,40,No,6,5,38,excellent
7,93,Yes,5,7,85,excellent
4,77,No,7,1,58,excellent
6,82,Yes,4,1,69,review
7,84,No,7,0,74,excellent
9,92,Yes,7,2,89,review
4,91,No,8,6,80,review
3,40,No,7,7,21,excellent
,50,Yes,8,6,45,review
1,97,Yes,9,8,74,review
9,82,No,8,7,77,review
1,79,Yes,7,7,51,review
2,61,Yes,5,1,38,review
8,74,Yes,7,0,69,review
9,99,Yes,7,5,98,excellent
7,90,Yes,5,6,85,review
3,83,No,4,5,62,excellent
7,45,Yes,6,6,38,excellent
6,67,Yes,9,7,57,review
2,70,Yes,4,1,41,excellent
3,94,Yes,7,0,76,excellent
5,47,No,4,9,30,excellent
4,44,Yes,6,7,28,review
2,81,No,4,7,56,excellent
,93,No,6,7,77,review
8,87,Yes,,9,85,review
5,83,Yes,8,6,72,excellent
5,56,No,7,1,42,review
3,77,No,6,3,56,excellent
8,48,No,9,8,43,excellent
6,49,Yes,7,7,38,excellent
2,59,No,8,3,38,review
2,53,Yes,,7,30,excellent
9,53,No,7,9,52,excellent
7,65,No,4,5,55,review
9,68,Yes,,8,67,review
6,88,Yes,7,0,78,excellent
5,66,No,6,5,51,excellent
1,64,Yes,6,3,39,excellent
6,55,Yes,7,2,46,excellent
6,75,No,6,4,67,review
3,73,Yes,5,9,52,review
3,55,Yes,4,7,36,review
3,72,No,7,9,54,excellent
3,42,No,9,5,25,review
7,62,Yes,8,0,53,review
2,50,Yes,7,5,28,review
2,87,Yes,7,6,64,excellent
3,97,No,4,5,77,excellent
7,57,No,8,2,46,review
3,86,Yes,4,8,69,excellent
7,80,Yes,9,9,74,review
9,83,Yes,6,9,85,review
,68,No,7,3,49,review
7,98,No,4,4,89,review
9,89,Yes,9,4,88,review
8,44,Yes,9,2,40,excellent
8,63,Yes,5,1,58,excellent
9,68,Yes,7,7,63,excellent
5,68,No,,6,57,excellent
5,99,Yes,6,4,87,excellent
3,65,Yes,4,0,40,review
5,79,No,4,9,67,excellent
,42,Yes,5,0,32,excellent
5,41,Yes,6,7,27,excellent
4,64,Yes,9,3,47,review
8,58,Yes,5,3,51,review
7,79,Yes,9,8,72,excellent
6,41,Yes,9,1,31,excellent
5,58,No,7,4,42,review
5,40,Yes,8,5,28,excellent
2,66,No,9,5,45,review
4,93,No,4,9,75,excellent
8,84,No,9,2,81,review
8,94,No,5,9,88,review
1,91,Yes,9,5,67,review
2,88,Yes,4,9,62,review
5,74,Yes,4,9,59,review
9,80,Yes,5,4,75,excellent
7,44,No,,7,30,excellent
5,77,No,6,3,62,review
,43,No,6,9,17,excellent
6,56,Yes,8,9,47,review
,92,No,6,2,87,review
7,60,Yes,5,5,51,review
2,92,No,9,9,72,review
5,87,Yes,6,8,76,excellent
4,70,No,8,7,56,review
9,87,No,7,9,86,excellent
,61,Yes,7,7,37,excellent
6,50,No,,2,35,excellent
3,73,No,8,0,54,excellent
9,88,Yes,6,2,83,excellent
5,54,No,8,2,40,excellent
6,89,No,4,5,78,review
9,49,No,8,2,47,review
9,77,No,6,1,68,excellent
8,71,Yes,5,8,67,excellent
9,92,Yes,4,5,92,excellent
4,87,No,8,4,67,review
6,70,Yes,7,2,59,review
5,76,No,6,6,61,review
5,83,Yes,5,6,69,excellent
4,67,No,9,3,53,review
,70,No,6,9,48,review
,45,Yes,8,1,32,review
9,53,No,5,1,47,review
1,97,No,7,7,71,review
,62,No,4,3,48,excellent
6,55,No,8,6,43,review
3,64,Yes,5,2,44,excellent
1,78,Yes,4,8,53,excellent
4,41,Yes,5,9,24,excellent
9,77,Yes,9,8,76,excellent
2,80,No,8,6,58,excellent
3,78,No,5,6,59,review
2,73,No,7,0,51,excellent
2,90,No,5,9,68,review
8,79,Yes,8,7,73,review
3,82,Yes,5,1,60,review
7,64,Yes,4,7,56,review
8,75,No,4,1,66,review
3,55,No,9,0,34,excellent
2,96,No,6,7,75,excellent
,57,No,9,3,53,excellent
3,52,Yes,6,9,31,review
7,98,Yes,7,5,88,excellent
1,76,Yes,4,9,48,review
6,66,No,6,9,56,review
9,73,Yes,5,0,67,excellent
3,50,No,7,8,29,excellent
7,40,Yes,8,6,30,review
6,52,Yes,6,4,40,excellent
8,69,No,9,5,64,excellent
3,44,No,6,2,23,excellent
3,57,No,,8,39,review
4,53,Yes,9,1,33,review
3,52,Yes,4,9,33,review
9,71,Yes,7,0,68,review
4,46,Yes,9,0,32,review
6,47,No,4,9,33,excellent
8,89,Yes,4,1,83,review
8,46,No,9,5,41,excellent
5,91,Yes,7,5,76,review
5,88,No,5,8,76,excellent
6,55,No,6,9,45,excellent
7,82,Yes,,3,72,review
,70,Yes,6,7,60,excellent
4,90,No,7,3,75,review
6,66,Yes,5,2,55,review
7,99,No,8,3,91,review
5,72,Yes,5,0,56,review
5,92,Yes,7,8,77,excellent
2,68,Yes,5,4,47,excellent
,47,Yes,8,6,37,review
6,72,Yes,4,2,61,excellent
1,80,No,5,4,58,excellent
4,58,Yes,9,9,42,review
3,60,No,9,3,40,review
3,80,No,7,6,59,review
7,60,No,5,4,53,excellent
4,64,Yes,8,1,47,review
8,81,No,7,2,72,review
9,95,No,5,7,90,excellent
3,62,No,7,2,43,excellent
5,50,No,9,6,35,review
4,72,No,,4,52,excellent
6,59,No,4,6,47,excellent
4,64,Yes,8,9,50,review
8,65,No,4,8,57,excellent
,79,No,6,6,58,review
5,91,Yes,9,5,78,review
1,51,No,9,0,25,review
6,71,Yes,9,3,64,review
5,72,Yes,8,7,61,review
8,49,No,4,0,42,review
9,43,No,6,5,39,excellent
8,54,Yes,6,1,46,excellent
8,90,Yes,6,8,88,review
3,45,Yes,7,7,26,review
4,66,Yes,8,8,49,excellent
4,44,No,8,8,34,review
5,44,Yes,9,1,31,review
9,57,Yes,8,1,52,review
9,67,Yes,8,8,68,excellent
1,74,No,7,1,50,excellent
8,98,Yes,,3,93,excellent
1,61,Yes,4,1,32,review
2,73,No,6,0,48,excellent
7,43,No,7,9,36,review
8,57,Yes,7,6,54,review
1,80,Yes,9,4,55,excellent
3,90,Yes,8,2,74,excellent
7,65,No,6,7,53,review
9,81,No,4,4,76,review
,61,Yes,6,0,54,excellent
8,86,Yes,5,8,80,excellent
,72,Yes,6,4,68,excellent
3,82,No,4,2,63,review
8,53,Yes,4,5,46,excellent
,70,Yes,4,7,45,excellent
8,49,No,7,1,43,excellent
7,90,Yes,7,2,83,review
8,63,No,5,6,56,review
1,60,No,6,1,29,review
6,87,Yes,8,4,79,review
7,47,No,9,8,40,review
5,71,No,5,6,55,excellent
5,70,Yes,8,2,55,review
7,73,No,8,1,65,excellent
3,62,No,5,9,41,review
6,64,Yes,6,8,53,review
7,46,Yes,9,8,41,excellent
1,58,Yes,8,8,34,review
2,46,Yes,,9,23,review
,86,Yes,7,2,70,review
8,47,No,5,0,38,excellent
6,53,No,9,8,45,excellent
1,40,No,9,6,14,excellent
5,52,No,8,1,37,excellent
7,42,No,5,5,33,review
,92,Yes,9,8,81,excellent
9,67,Yes,9,7,68,excellent
8,77,Yes,7,5,76,excellent
4,90,Yes,5,5,74,excellent
5,54,No,8,7,41,excellent
7,75,Yes,,8,70,review
8,92,Yes,7,7,89,excellent
5,42,No,4,0,25,excellent
9,43,No,4,1,36,excellent
4,44,Yes,9,5,27,excellent
4,89,No,6,7,71,excellent
8,65,No,7,3,56,excellent
,64,Yes,6,3,41,review
8,49,No,9,1,41,review
5,47,Yes,7,9,34,excellent
,51,No,8,0,23,excellent
4,93,No,7,9,78,excellent
2,97,No,5,8,76,excellent
,98,No,6,6,78,excellent
8,42,Yes,7,8,38,review
5,66,No,6,1,48,review
1,89,Yes,9,9,65,excellent
7,62,Yes,7,4,59,review
1,79,No,4,1,52,excellent
9,97,No,6,9,97,excellent
3,72,Yes,8,6,54,review
,53,No,8,8,34,excellent
6,93,No,7,2,80,review
6,62,Yes,8,0,54,review
6,70,No,8,3,63,review
1,52,Yes,6,3,26,excellent
5,96,No,7,5,85,review
6,51,No,6,4,40,review
8,74,No,7,4,68,review
1,57,No,8,8,32,review
,60,No,7,0,44,excellent
3,84,No,9,7,70,review
2,86,Yes,7,7,66,excellent
8,81,Yes,5,7,76,review
7,40,No,,2,29,excellent
7,77,No,5,9,70,review
5,80,Yes,6,7,64,excellent
9,81,Yes,5,1,76,review
5,86,Yes,6,7,72,excellent
2,48,No,7,7,24,excellent
3,62,No,6,2,40,excellent
4,53,No,8,3,37,excellent
5,50,Yes,9,8,42,review
3,46,Yes,7,8,28,excellent
,70,No,5,9,61,review
5,63,Yes,9,8,53,excellent
5,65,No,4,9,50,excellent
6,69,No,9,5,55,excellent
7,73,Yes,7,0,67,review
8,85,No,9,7,79,review
9,77,Yes,9,8,77,review
4,44,Yes,8,7,26,review
5,44,No,6,0,26,review
5,58,No,9,5,44,review
8,90,Yes,5,8,80,excellent
,77,No,5,8,73,excellent
,67,Yes,8,6,61,excellent
5,65,No,9,6,53,review
3,81,Yes,9,3,59,excellent
1,62,Yes,8,6,40,excellent
9,85,No,7,9,88,excellent
,88,No,4,4,76,review
9,69,Yes,4,9,65,review
4,42,Yes,6,4,23,excellent
5,67,Yes,5,0,50,review
4,72,Yes,7,1,59,excellent
2,81,No,5,8,57,review
1,42,No,7,1,14,review
8,44,No,8,9,41,excellent
4,96,Yes,6,1,81,review
5,58,No,8,8,47,review
6,81,Yes,5,2,67,review
8,97,Yes,6,1,92,excellent
8,96,No,9,6,95,review
7,87,No,7,8,79,excellent
4,40,Yes,7,5,24,review
6,77,Yes,6,6,67,excellent
4,48,No,8,2,30,excellent
7,99,Yes,6,2,91,review
1,44,No,8,7,21,review
5,98,No,6,6,87,review
4,85,Yes,8,4,69,excellent
7,81,Yes,4,5,72,review
,73,Yes,6,8,70,review
5,76,Yes,8,2,66,review
4,72,Yes,9,2,55,review
,64,No,5,5,60,review
5,81,No,5,7,67,excellent
9,68,No,6,4,65,excellent
8,97,No,6,0,87,review
4,64,Yes,7,2,48,excellent
7,93,No,8,7,87,excellent
5,98,Yes,6,3,84,excellent
4,48,Yes,5,8,32,excellent
5,42,Yes,5,5,27,excellent
5,54,Yes,,9,37,excellent
9,43,Yes,8,3,43,excellent
9,84,No,4,3,77,review
6,77,Yes,6,9,65,review
4,59,Yes,4,4,43,review
2,88,No,8,6,64,excellent
3,62,No,9,6,43,review
2,76,No,6,9,57,excellent
5,86,Yes,7,6,73,review
,47,Yes,6,4,32,excellent
5,96,Yes,6,8,85,review
2,76,Yes,6,1,54,excellent
5,95,No,6,7,81,excellent
9,84,No,9,9,79,review
4,72,No,6,7,58,review
2,72,No,8,2,53,excellent
,46,No,6,4,25,review
3,61,No,9,7,41,excellent
9,44,Yes,8,9,44,excellent
4,85,Yes,6,8,70,excellent
1,54,No,6,6,29,excellent
1,60,No,8,3,34,excellent
7,64,No,6,3,56,excellent
7,56,No,9,2,49,excellent
2,95,Yes,5,7,78,review
,89,Yes,6,5,88,review
9,46,Yes,7,9,45,review
,93,No,8,5,77,excellent
3,97,No,9,9,76,review
3,89,No,6,9,70,excellent
3,99,Yes,6,8,80,review
6,58,Yes,8,2,45,excellent
4,91,Yes,4,3,71,review
8,46,No,9,2,42,review
5,79,Yes,9,2,65,review
1,84,Yes,5,0,56,review
9,98,No,5,9,93,review
1,89,Yes,6,5,62,excellent
6,63,No,8,8,52,review
1,50,No,7,4,24,excellent
3,80,No,6,9,61,review
5,94,Yes,5,1,78,review
7,40,Yes,6,9,28,excellent
8,93,No,8,3,86,review
9,71,Yes,9,5,69,excellent
6,79,No,9,6,71,excellent
9,92,Yes,9,6,91,review
8,83,No,9,3,79,excellent
9,41,No,7,9,41,review
4,54,Yes,4,9,36,excellent
9,60,No,,4,57,excellent
,63,No,6,3,54,excellent
5,89,No,5,9,75,review
5,56,No,8,5,40,review
,86,No,6,6,61,excellent
2,91,Yes,4,1,67,excellent
3,91,Yes,8,9,72,excellent
8,48,No,8,2,42,review
6,74,Yes,8,7,60,excellent
5,59,No,6,6,41,excellent
1,58,No,4,0,32,review
9,57,No,6,3,53,excellent
3,59,No,8,4,42,review
3,69,No,8,2,49,review
2,79,Yes,5,3,56,review
,40,Yes,7,9,24,excellent
2,63,Yes,,9,39,excellent
9,63,Yes,4,9,61,excellent
7,86,Yes,8,6,78,review
,58,Yes,6,7,53,review
3,69,No,7,8,48,excellent
6,65,Yes,6,1,54,excellent
6,81,No,7,3,70,excellent
1,83,No,6,0,59,review
6,99,Yes,5,2,89,excellent
3,77,Yes,6,7,58,excellent
3,68,No,9,6,52,excellent
3,52,No,5,7,32,excellent
8,43,No,7,5,32,excellent
5,84,No,8,4,69,excellent
4,56,No,,9,40,excellent
9,72,Yes,6,8,73,excellent
9,44,Yes,4,4,39,review
1,67,No,6,8,40,excellent
2,63,No,5,3,35,excellent
8,56,No,5,4,52,review
5,89,No,7,0,77,excellent
7,78,No,6,5,67,excellent
1,87,No,7,2,58,review
5,79,No,4,9,66,excellent
3,83,No,8,1,66,review
2,85,Yes,8,5,62,excellent
2,90,No,6,0,66,review
9,50,No,7,8,49,excellent
,51,Yes,7,4,32,excellent
4,52,No,4,6,32,excellent
7,47,No,7,9,38,excellent
2,40,No,9,8,16,review
3,48,No,9,8,35,excellent
3,67,Yes,5,6,49,review
6,41,No,9,3,29,excellent
3,53,No,,3,34,excellent
5,52,No,5,6,33,excellent
4,87,Yes,9,7,73,excellent
3,41,No,,6,23,review
8,43,No,5,9,35,review
3,51,Yes,6,3,30,excellent
6,87,Yes,5,3,73,excellent
7,49,Yes,5,7,43,review
7,42,Yes,9,8,38,review
2,43,No,8,6,21,excellent
3,45,Yes,9,2,26,review
4,62,Yes,6,9,43,excellent
7,44,Yes,5,0,32,excellent
2,89,No,4,4,64,excellent
3,42,Yes,5,5,20,review
7,49,No,6,8,41,review
7,82,No,7,4,70,excellent
3,58,Yes,9,0,36,excellent
1,53,No,8,3,26,review
3,60,Yes,8,1,37,review
5,99,Yes,9,3,89,review
7,82,No,9,6,77,excellent
4,67,No,6,8,47,excellent
1,60,No,5,2,33,review
,75,No,4,2,61,review
2,63,Yes,5,3,39,excellent
3,93,No,5,6,74,review
,77,No,4,5,54,excellent
,56,No,8,4,47,excellent
6,61,No,5,3,49,excellent
7,58,Yes,7,7,53,excellent
5,84,Yes,7,3,66,excellent
7,93,No,6,2,84,excellent
2,49,No,6,6,27,review
1,50,Yes,4,1,23,review
,77,Yes,4,3,72,excellent
1,41,Yes,6,7,16,review
2,72,Yes,9,3,47,excellent
6,82,No,5,9,73,review
1,70,No,9,6,45,excellent
3,87,Yes,8,1,68,excellent
7,74,Yes,7,4,69,excellent
8,76,No,4,3,69,review
4,86,No,6,8,69,excellent
3,86,Yes,7,6,65,review
1,75,No,9,8,48,review
9,62,Yes,4,9,57,review
6,75,No,4,6,62,excellent
6,79,No,5,1,70,review
9,78,Yes,4,1,73,excellent
1,65,No,8,1,39,excellent
6,64,Yes,4,4,53,excellent
5,56,No,8,0,40,excellent
6,54,Yes,9,6,47,excellent
8,76,Yes,5,1,68,excellent
5,84,Yes,8,3,73,excellent
2,43,No,9,8,23,review
2,61,Yes,7,7,39,review
5,56,Yes,4,9,40,review
3,61,No,,1,42,review
3,56,No,6,3,35,review
8,53,Yes,8,3,47,excellent
7,53,Yes,5,1,46,excellent
1,56,No,8,1,26,review
5,47,No,9,4,36,excellent
9,73,No,9,3,75,excellent
4,65,Yes,8,7,48,review
1,84,No,8,3,57,excellent
8,69,Yes,7,7,62,excellent
5,61,Yes,9,4,50,review
2,55,Yes,,0,30,excellent
1,69,No,8,8,44,review
3,55,No,5,7,36,review
,77,No,4,0,69,excellent
1,93,Yes,9,2,66,excellent
4,63,Yes,6,2,46,excellent
,75,No,7,4,68,review
8,74,No,9,6,68,excellent
8,45,Yes,4,0,37,review
,43,Yes,7,0,36,excellent
4,57,Yes,9,9,40,review
8,45,Yes,7,5,40,excellent
9,65,No,7,4,60,excellent
7,76,Yes,8,2,70,excellent
2,66,Yes,8,2,43,review
9,80,No,7,3,81,excellent
8,50,No,7,9,42,excellent
5,77,No,6,1,60,excellent
3,55,No,4,8,36,excellent
7,58,Yes,4,3,46,review
